ProjectNumber,ProjectName,Address,Apt,City,ClientName,ClientContact,ClientToBill,Architect,ArchitectContact,ProjectManager,FieldInspector,RoofingInspector,PlanReviewFee,SiteMeetingsFee,SiteMeetingsComments,MaintenanceManualsFee,EnvelopInspectionsFee,EnvelopInspectionsComments,SlabInspectionsFee,WindowTestsFee,RoofInspectionsFee,AnnualInspectionsFee,AnnualInspectionsComments,PlanReviewFee,SiteMeetingsFee,SiteMeetingsComment,MaintenanceManualsFee,EnvelopeInspectionsFee,EnvelopeInspectionsComment,SlabInspectionsFee,WindowTestsFee,RoofInspectionsFee,AnnualInspectionsFee,AnnualInspectionsComment,FollowUpInspectionFee,5YearInspectionFee,Year1-3-4InsFee,Year2-5InsFee,PerInspectionFee,MiscellaneousFee,MiscellaneousComment,Completed,CompletedDate,RCABC
14091,Proposed Mnfg. & Office Bldg for Hexel Construction,7484 Hume Road,,Delta BC,Sanford Designs,Marco Ciriello,Sanford Designs,,,,Don Hauser,Dwayne Arnold,1800,0,,0,3000,,0,0,1200,8900,,1800,0,,0,3000,,0,0,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
14093,Graham Manor Balcony Inspection,2610 Graham Street,,Victoria BC,,,,,,,Don Hauser,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,450,0,,FALSE,0,FALSE
14099,Sun Tower Dome Rehab,128 W Pender Street,,Vancouver BC,Allied Properties,,Allied Properties,Barry MacGinn,Barry McGinn,,Aaron MacLellan,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
14101,Gales Development- Unit 9 & 10 Inspections,626 Farrell Road,,Ladysmith BC,GNB Builders Inc.,Kelsey Ann ,GNB Builders Inc.,,,,Mike Mountain,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,650,0,,FALSE,0,FALSE
14119,Silver Queen Mews,875 Monashee Road,,Silver Star BC,CML Properties,,CML Properties,,,,Brian MacLellan,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
14120,Skaha Sunrise 50-Unit Townhouse Project,3363 Wilson Street,,Penticton BC,Star-Line Enterprises Ltd.,,Star-Line Enterprises Ltd.,CHP Architects (Formerly Points West Arch),Roger Jackson,,Brian MacLellan,,1800,0,,1500,24300,,0,1800,0,8900,,1800,0,,1500,24300,,0,1800,0,8900,,0,0,1900,2200,450,0,,FALSE,0,FALSE
14123,Doughgirls- Storefront Alterations,3322 Shrum Lane,,UBC BC,Doughgirls,Thuy Kelp,Doughgirls,,,,Dane Peterson,,600,0,,0,900,,0,0,0,8900,,600,0,,0,900,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
14128,Triton Center,12565 88th Avenue,,Surrey BC,Ventana Constuction Corporation,,Ventana Constuction Corporation,,,,Don Hauser,,2160,0,,0,0,,0,0,0,8900,,2160,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
14134,Ocean View Depreciation Report - NW1662, George Street,1341,White Rock BC,,,,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
14135,Zhu's Residence- ON HOLD,11491 Blundell Road,,Richmond BC,Lung Design Group Ltd.,,Lung Design Group Ltd.,,,,Don Hauser,Dwayne Arnold,1800,0,,0,3600,,0,900,1500,8900,,1800,0,,0,3600,,0,900,1500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
14149,"Foundation Remediation, Riverside Drive",617 Riverside Drive,611,North Vancouver (City) BC,Mr. Jamil Kara,,Mr. Jamil Kara,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
14174,"Citadal, The - B/E Assessment", 84th Avenue,15915,Surrey BC,,,,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
14183,Shree Mahalakshmi Temple,467 East 11th Avenue,,Vancouver BC,Kwik Construction Management,,Kwik Construction Management,JKA Architect Inc.,Jordan Kutev,,Scott Stebbings,Todd McDonald,1400,0,,0,3600,,0,900,1200,8900,,1400,0,,0,3600,,0,900,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
14185,Merritt Comfort Inn & Suites Hotel,3713 Dewolf Way,,Merritt BC,Lalli Randhawa,,Lalli Randhawa,JM Architecture Inc.,,,Marc Genereux,,2400,0,,0,22500,,0,1200,6000,8900,,2400,0,,0,22500,,0,1200,6000,8900,,0,0,0,0,750,0,,FALSE,0,FALSE
14190,"Single Family Residence, West 12th Avenue",4534 West 12th Avenue,,Vancouver BC,Stacy Maeda,,Stacy Maeda,,,,Scott Stebbings,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
14207,3306 Trutch Street (Dane's quote),3306 Truch Street,,Vancouver BC,Listraor Homes Ltd.,,Listraor Homes Ltd.,,,,Dane Peterson,Dwayne Arnold,1200,0,,0,4500,,0,900,1500,8900,,1200,0,,0,4500,,0,900,1500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15000,New Fiscal,,,,,,,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15007,Storguard & Shine Auto Wash,1100 Woolridge Street,,Coquitlam BC,,,,Berwick Retirement Communities,,,Don Hauser,Dwayne Arnold,1800,0,,0,4200,,0,0,2400,8900,,1800,0,,0,4200,,0,0,2400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15009,Chen's Residence,6038 Highbury Street,,Vancouver BC,Tak Ho,,Tak Ho,,,,Scott Stebbings,Todd McDonald,1800,0,,0,5400,,0,900,1200,8900,,1800,0,,0,5400,,0,900,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15010,Derby Manor - RCABC,7550-8601 Cumberland St/16th Avenue,,Burnaby BC,Ventana Constuction Corporation,James Kendall,Ventana Constuction Corporation,DYS Architecture Inc.,,,Don Hauser,Todd McDonald,3460,0,,0,12000,,0,2700,0,8900,,3460,0,,0,12000,,0,2700,0,8900,,0,0,0,0,300,0,,FALSE,0,TRUE
15016,"Five Points, The",711 West 14th Street,,North Vancouver (City) BC,Regency Auto Group,Aleem Ahamed,Regency Developments,Studio One Architecture Inc.,Shoghig Tutunjian,,Mike Mountain,Dwayne Arnold,2200,0,,1800,9000,,0,900,2400,8900,,2200,0,,1800,9000,,0,900,2400,8900,,0,0,1800,2000,300,0,,FALSE,0,FALSE
15019,Dong Residence,1870 Cape Drive,,Bowen Island BC,Ekistics Architecture Inc.,Julian Carnrite,Ekistics Architecture Inc.,,,,Mike Mountain,Dwayne Arnold,1800,0,,0,4200,,0,900,1200,8900,,1800,0,,0,4200,,0,900,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15026,Ron Torigo Residence,436 Centennial Parkway,,Delta BC,Fougere Architecture Inc.,Wayne Fougere,Fougere Architecture Inc.,,,,Don Hauser,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15027,RFPQ for Consultant Inspector Services #1070-1415/40,,,,BC Housing - Vancouver Coastal Region,,BC Housing,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15028,Zonda Nellis,1510 West 6th Avenue,,Vancouver BC,Zonda Nellis Design Inc.,,Zonda Nellis Design Inc.,Amanat Architect,Derik Giner,,Dane Peterson,Dwayne Arnold,8500,0,,1500,4800,,0,900,1200,8900,,8500,0,,1500,4800,,0,900,1200,8900,,0,0,1800,2000,300,0,,FALSE,0,FALSE
15030,Vista Pacifica- Depreciation Report,1220 Fir Street,,White Rock BC,Fraser Campbell Property Management,Jane Sutor,Fraser Campbell Property Management,,,,,,0,0,,0,5685,,0,0,0,8900,"3rd year- $4,060",0,0,,0,5685,,0,0,0,8900,"3rd year- $4,060",0,0,0,0,0,0,,FALSE,0,FALSE
15032,353 Railway Street,353 Railway Street,,Vancouver BC,353 Developments GP inc.,Brian Roche,353 Developments GP inc.,Gair Williamson Architect Inc.,Gair Williamson,,Dane Peterson,Todd McDonald,2400,0,,0,10800,,0,900,1800,8900,,2400,0,,0,10800,,0,900,1800,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15033,Savile Row,5108 Claude Avenue,,Burnaby BC,Woodlock Developments,Kevin Johnston,Woodlock Developments,GBL Architects Inc.,Daniel Eisenberg,,Don Hauser,Dwayne Arnold,3600,0,,1500,26400,,0,7200,10200,8900,,3600,0,,1500,26400,,0,7200,10200,8900,,0,0,1800,2200,300,0,,FALSE,0,FALSE
15036,CIBC Building Envelope Assessment,318 Reid Street,,Quesnel BC,,,,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15037,Academy Way Residences, Academy Way,,Kelowna BC,Faction Projects Inc.,Timothy J. McLennan,Faction Projects Inc.,,,,Brian MacLellan,,2400,0,,0,4800,,0,1800,0,8900,,2400,0,,0,4800,,0,1800,0,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
15038,Bruno Residence- Mike M received go ahead (Hourly only),107 North Hythe Avenue,,Burnaby BC,Wensley Architecture Ltd.,David Echaiz-McGrath,Wensley Architecture Ltd.,,,,Mike Mountain,Dwayne Arnold,1800,0,,0,4200,,0,900,2400,8900,,1800,0,,0,4200,,0,900,2400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15046,OPAL by Element,438 King Edward Avenue,,Vancouver BC,Care Pacific (The Gardens at Villa Royale) Inc.,Wendy Ho,Care Pacific (The Gardens at Villa Royale) Inc.,NORR Architects Planners (Formerly Poon McKenzie Architects,,,Scott Stebbings,Dwayne Arnold,2400,0,,18000,18000,,0,2700,7200,8900,,2400,0,,18000,18000,,0,2700,7200,8900,,0,0,0,0,300,640,FSR Exclusion Letter,FALSE,0,FALSE
15052,PRIMA,6833 Buswell Street,,Richmond BC,Anderson Square Holdings Ltd.,Alvin Cheung,Anderson Square Holdings Ltd.,Andrew Cheung Architects Inc.,Francis Yau,,Grant DeBoer,Todd McDonald,4800,0,,0,18000,,0,3600,6000,8900,,4800,0,,0,18000,,0,3600,6000,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
15057,Harbour Walk,13040 No. 2 Road,,Richmond BC,Cape Construction (2001) Ltd.,Kirk Yuen,Cape Construction (2001) Ltd.,GBL Architects Inc.,Eric Stacey,,Don Hauser,Todd McDonald,2400,0,,1500,8400,,0,1800,3000,8900,,2400,0,,1500,8400,,0,1800,3000,8900,,0,0,1800,2000,300,0,,FALSE,0,FALSE
15061,John Hart Generating Station Replacement Project,,,Campbell River BC,,,,,,,Mike Mountain,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15067,Infinity (Phase 1) & Eternity (Phase 2),5355 Lane Street,,Burnaby BC,Dimex Lane 1 Project Inc.,Sunny Dhillon,Dimex Lane 1 Project Inc.,Cornerstone Architecture,Scott Kennedy,,Don Hauser,Todd McDonald,5000,0,,1500,30000,,0,4500,12000,8900,,5000,0,,1500,30000,,0,4500,12000,8900,,0,0,2750,2750,300,0,Trade Off:  $7500,FALSE,0,FALSE
15074,Rivers Walk - Balcony Membrane Renewal,40632 Government Street,,Squamish BC,,,,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15079,Lotzkar Residence (New Quote to Homeowner),1618 Beach Grove Road,,Delta BC,,,Averra Developments Inc.,,,,Don Hauser,Dwayne Arnold,2400,0,,0,4200,,0,900,1500,8900,,2400,0,,0,4200,,0,900,1500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15080,Panorama West Coast Living,13898 64th Avenue,,Surrey BC,Panorama West Homes Ltd.,Harjit S. Atwal,Panorama West Homes Ltd.,Matthew Cheng Architects Inc.,Matthew Cheng,,Don Hauser,Brent Rowland,3000,0,,1500,36000,,0,5400,10800,8900,,3000,0,,1500,36000,,0,5400,10800,8900,,0,0,3200,3200,300,0,,FALSE,0,FALSE
15084,738- Residential House,738 Parkside Road,,West Vancouver BC,Ekam Development Ltd.,,Ekam Development Ltd.,Douglas R. Johnson Architect Ltd.,Douglas Johnson,,Mike Mountain,Dwayne Arnold,1800,0,,0,3600,,0,900,900,8900,,1800,0,,0,3600,,0,900,900,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15087,CETC- Drayton Valley,,,Drayton Valley AB,Synergy Projects Ltd.,Rick Moser,Synergy Projects Ltd.,,,,Jason Wen,,200,0,,0,6000,,0,1800,0,8900,,200,0,,0,6000,,0,1800,0,8900,,0,0,0,0,500,0,,FALSE,0,FALSE
15094,986 Baycrest,986 Baycrest Drive,,North Vancouver District BC,Cornerstone Geo-Structural Engineering Ltd.,Jorge Silva,Cornerstone Geo-Structural Engineering Ltd.,,,,Mike Mountain,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15099,Steeplechase Roof Assessment,5411 Acrcadia Road,,Richmond BC,,,,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15101,Lu Residence (Sandhurst Place),1433 Sandhurst Place,,West Vancouver BC,,,,Lamoureux Architect Incorporated,Brad Lamoureux,,Mike Mountain,Todd McDonald,2400,0,,0,5400,,0,900,3000,8900,,2400,0,,0,5400,,0,900,3000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15102,Sunrise Trailer Shop- ASHRAE Prescriptive Path,3350 260th Street,,Langley BC,Prime One Property Corp.,,Prime One Property Corp.,,,,Don Hauser,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,320,ASHRAE Prescriptive Path,FALSE,0,FALSE
15106,Heritage Hall,3102 Main Street,,Vancouver BC,City of Vancouver,,City of Vancouver,Barry MacGinn,Barry McGinn,,Aaron MacLellan,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15107,Carnegie Library,,,Vancouver BC,City of Vancouver,,City of Vancouver,Barry MacGinn,Barry McGinn,,Aaron MacLellan,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15112,Crichton/Cepka House,2471 Howe Road,,Chemainus BC,Edward Cepka Architect,,Edward Cepka Architect,,,,Pat Cuthbert,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,1200,BCBC 2012 9.36 Review,FALSE,0,FALSE
15116,137 1/2- Energy Model,137 Keefer Street,,Vancouver BC,,,,James Schouw & Associates,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,13500,ECB Option Only,FALSE,0,FALSE
15121,Rona Re-Roof Project,2727 East 12th Avenue,,Vancouver BC,Glassman Investments Ltd.,Elliot Glassman,Glassman Investments Ltd.,,,,,Dwayne Arnold,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,300,,FALSE,0,FALSE
15123,Rosewoods Re-Roof,1730 Pendrell Street,,Vancouver BC,Glassman Investments Ltd.,,Glassman Investments Ltd.,,,,,Dwayne Arnold,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15125,Comox & Cardero Infill Building,1031-1601 Cardero St./Comox St.,,Vancouver BC,Carrera Management Corporation,Nevin Sangha,Carrera Management Corporation,Ankenman Marchand Architects,Daniel Martins,,Mike Mountain,Todd McDonald,1800,0,,0,6000,,0,900,1200,8900,,1800,0,,0,6000,,0,900,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15129,Liu Residence- Renovation,3989 Angus Drive,,Vancouver BC,Copa Development,Don Wright,Copa Development,,,,Mike Mountain,Todd McDonald,1200,0,,0,3600,,0,900,900,8900,,1200,0,,0,3600,,0,900,900,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15133,Magnolia Re-Roofing (Re-Roofing file # 15602),1788 West 13th Street,,Vancouver BC,Colyvan Pacific,,Colyvan Pacific,,,,Aaron MacLellan,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15136,Irving Living,218 Carnarvon Street,,New Westminster BC,Altima Contracting,Helen Ngai,Altima Contracting,Cornerstone Architecture,Helen Ngai,,Scott Stebbings,Todd McDonald,2400,0,,1500,10200,,0,900,3600,8900,,2400,0,,1500,10200,,0,900,3600,8900,,0,0,1800,200,300,0,"Trade-Off: $2,500. NECB: $15,000.",FALSE,0,FALSE
15137,PERSPECTIVE,3669 West 11th Avenue,,Vancouver BC,1078958 BC Ltd.,Sam Perera,1078958 BC Ltd.,Matthew Cheng Architects Inc., ,,Dane Peterson,Todd McDonald,3800,0,,1500,6000,,0,900,1800,8900,,3800,0,,1500,6000,,0,900,1800,8900,,0,0,1800,2000,300,0,"Trade-Off: $2,200.  ECB: $10,000",FALSE,0,FALSE
15149,Mixed Use Development,2085 W 43rd Avenue,,Vancouver BC,Bogner Bromley Homes Ltd.,Larry Schneider,0865274 BC Ltd.,Rositch Hemphill Architects,Anca Hurst,,Scott Stebbings,Todd McDonald,1800,0,,0,6000,,0,900,2400,8900,,1800,0,,0,6000,,0,900,2400,8900,,0,0,2200,2200,300,0,"Trade Off: $2,500",FALSE,0,FALSE
15153,Arctic Pearl Ice- Building Addition,13080 Worster Court,,Richmond BC,Arctic Pearl Construction,Derek Bohn,Lo Studio Architecture,Lo Studio Architecture,Marco Ciriello,,Don Hauser,Todd McDonald,1200,0,,0,2400,,0,0,1200,8900,,1200,0,,0,2400,,0,0,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15155,Westbourne,1306 Fifth Avenue,,New Westminster BC,Jago Development Inc.,,Jago Development Inc.,Ciccozzi Architecture Inc.,,,Scott Stebbings,Todd McDonald,2400,0,,1500,12300,,0,600,3900,8900,,2400,0,,1500,12300,,0,600,3900,8900,,0,0,2200,2500,300,0,"Trade-Off: $2,400.  ECB: $20,000",FALSE,0,FALSE
15159,Still Pond at Wilden,1520-1550 Union Road,,Kelowna BC,Wilden Construction Corp.,,Wilden Construction Corp.,Faction Projects Inc.,Timothy J. McLennan,,Brian MacLellan,,1200,0,,1500,22500,,0,2700,4500,8900,,1200,0,,1500,22500,,0,2700,4500,8900,,0,0,1700,2000,450,0,,FALSE,0,FALSE
15163,Rayside,5057-5067 Claude Avenue,5037,Burnaby BC,Hampton Enterprises Ltd.,,Hampton Enterprises Ltd.,JKA Architect Inc.,Jordan Kutev,,Scott Stebbings,Todd McDonald,1800,0,,1500,7200,,0,900,1800,8900,,1800,0,,1500,7200,,0,900,1800,8900,,0,0,1900,1900,300,3600,Part 9 Energy Compliance Documentation,FALSE,0,FALSE
15164,Barnett Residence & Laneway House,131 West 49th Avenue,,Vancouver BC,Barnett Dembek Architects Inc. (BDA),Lance Barnett,Barnett Dembek Architects Inc. (BDA),,,,Dane Peterson,Todd McDonald,1200,0,,0,3000,,0,900,1200,8900,,1200,0,,0,3000,,0,900,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15169,Fraser Mills Multi-Tenant Building 2,10 King Edward Street,,Coquitlam BC,Beedie Construction Ltd.,Gord Taylor,Beedie Construction Ltd.,,,,Grant DeBoer,Todd McDonald,600,0,,0,4800,"Envelope fee includes $2,400 for painting and caulking",0,0,900,8900,,600,0,,0,4800,"Envelope fee includes $2,400 for painting and caulking",0,0,900,8900,,0,0,0,0,300,1350,Trade-Off,FALSE,42946,FALSE
15170,1745 West 4th Avenue Tenant Improvement,1745 West 4th Avenue,,Vancouver BC,AA Robins Architect,,AA Robins Architect,,,,Dane Peterson,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,Building Envelope Detail & Glazing Detail Review at standard hourly rates.,FALSE,0,FALSE
15176,Sotoudeh Residence,1320 Camridge Road,,West Vancouver BC,Lamoureux Architect Incorporated,Brad Lamoureux,Lamoureux Architect Incorporated,,,,Mike Mountain,Todd McDonald,1800,0,,0,4200,,0,900,1200,8900,,1800,0,,0,4200,,0,900,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15182,Clifton Hotel Renovation,1125 Granville Avenue,,Vancouver BC,Hassan Motallebi,,Hassan Motallebi,Matthew Cheng Architects Inc.,,,Dane Peterson,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15186,Bugaboo Lodge Roof Replacement (See 02 Project Mgmt- Intra Office- Re-Roofing- 15604),"3715 Bugaboo Creek Forest Service Road, Brisco BC",,,,,,,,,,Dwayne Arnold,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15188,Edgemont Walk,1133 Ridgewood Drive,,North Vancouver District BC,Boffo Properties,Jamie Wallace,Boffo Properties,Gateway Architecture Inc.,Michael Cox,,Mike Mountain,Todd McDonald,3880,0,,1000,12000,,0,900,3600,8900,,3880,0,,1000,12000,,0,900,3600,8900,,0,0,1200,0,300,3000,Trade-Off,FALSE,0,FALSE
15198,Penticton Regional Hospital,550 Carmi Avenue,,Penticton BC,EllisDon Corporation,Bruce Blair,EllisDon Corporation,Parkin Architects Ltd.,,,Brian MacLellan,Arden Knoll,24320,0,,0,31200,,0,2700,0,8900,,24320,0,,0,31200,,0,2700,0,8900,,0,0,0,0,550,0,,FALSE,0,FALSE
15199,Building Envelope Assessment Main Street - ON HOLD,2359 Main Street,,Vancouver BC,,,,,,,Aaron MacLellan,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15200,MC Freight,20070 113B Avenue,,Maple Ridge BC,Spire Development Corporation,,Spire Construction Inc.,Berwick Retirement Communities,,,Jessica Allen,,2400,0,,0,0,,0,0,0,8900,,2400,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,"Trade Off: $1,500.  ECB: $12,000",FALSE,0,FALSE
15201,Chateau Laurier,1009 Laurier Street (formerly 3879 Oak Street),,Vancouver BC,Landa Oak Holdings Ltd.,,Landa Oak Holdings Ltd.,Rosemary Walk Townhomes Ltd.,,,Dane Peterson,Todd McDonald,2200,0,,1500,9000,,0,900,2400,8900,,2200,0,,1500,9000,,0,900,2400,8900,,0,0,1800,2000,300,0,,FALSE,0,FALSE
15204,White Glacier (NDA) OK for Office Eyes per Tom Vitus,8030 Alpine Way,,Whistler BC,EVR - Fine Homes,Eric Von Rosen,Lamoureux Architect Incorporated,Lamoureux Architect Incorporated,Tom Vitous,,Mike Mountain,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,Trade Off,FALSE,0,FALSE
15208,Lightfoot Residence & Infill Building,1431 Haro Street,,Vancouver BC,Plan A- 1431 Haro Street Ltd.,Chris Tucker,Plan A- 1431 Haro Street Ltd.,Stuart Howard Architects Inc.,Neil Robertson,,Scott Stebbings,Todd McDonald,1800,0,,1500,6600,,0,1400,1200,8900,,1800,0,,1500,6600,,0,1400,1200,8900,,0,0,1900,1900,300,0,,FALSE,0,FALSE
15212,Queensborough Logistics Centre- Building 3,415 Boyne Street,,New Westminster BC,Beedie Construction Ltd.,Brett Holland,Beedie Construction Ltd.,,,,Don Hauser,Dwayne Arnold,1200,0,,0,5100,"Env. Fee includes $2,700 for paint and caulking.",0,0,1200,8900,,1200,0,,0,5100,"Env. Fee includes $2,700 for paint and caulking.",0,0,1200,8900,,0,0,0,0,300,1000,Simplified NECB Compliance Documentation,FALSE,0,FALSE
15214,Landmark- Heritage & Legacy Condominiums- 2 Buildings,468 Goldstream Avenue & 420 Goldsteam Avenue,,Victoria BC,,,,Misra Architect Ltd.,Misra Pradip,,Don Hauser,Dwayne Arnold,2400,0,,1500,31500,,0,2700,0,8900,,2400,0,,1500,31500,,0,2700,0,8900,,0,0,2800,2800,450,0,"Trade Off: $4,500.  ECB: $18,500",FALSE,0,FALSE
15217,"Multiple Conversion Dwelling, Thurlow",1380 Thurlow Street,,Vancouver BC,EDG Homes Inc.,Bronek Edg,EDG Homes Inc.,Ennova Structural Engineers Inc.,Tim Lam,,Dane Peterson,Todd McDonald,1800,0,,0,4500,,0,900,1200,8900,,1800,0,,0,4500,,0,900,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15218,Lakeshore House for Timberhaven Homes,6950 Lakeshore Road,,Kelowna BC,DiStefano Jaud Architecture,Carlo DiStefano,DiStefano Jaud Architecture,,,,Brian MacLellan,,2400,0,,0,8800,,0,900,0,8900,,2400,0,,0,8800,,0,900,0,8900,,0,0,0,0,400,10500,Building Envelope Detail Package (Site Specific),FALSE,0,FALSE
15219,Hudson Walk- Phase 2,785 Caledonia Avenue,,Victoria BC,Townline Group of Companies,Dave English,Townline Group of Companies,Rafii Architects Inc,,,Don Hauser,Dwayne Arnold,2400,0,,0,24200,,0,3600,4400,8900,,2400,0,,0,24200,,0,3600,4400,8900,,0,0,0,0,550,0,"Trade-Off: $2,800.  ECB: $18,000",FALSE,0,FALSE
15220,Gale Project,23165 Old Yale Road,,Langley BC,,,,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
15222,815 West 15- ON HOLD,815 West 15th Avenue,,Vancouver BC,0865274 BC Ltd.,Jian Zhang,0865274 BC Ltd.,Larose Design,Stefan Larose,,Dane Peterson,Dwayne Arnold,1800,0,,1500,6600,,0,900,2400,8900,,1800,0,,1500,6600,,0,900,2400,8900,,0,0,1800,2000,300,0,"Trade-Off: $2,200.  ECB: $15,000",FALSE,0,FALSE
15229,"St. John's School, Phase 2",2255 West 10th Avenue,,Vancouver BC,Cornerstone Architecture,Simon Richards,Cornerstone Architecture,,,,Dane Peterson,Dwayne Arnold,1800,0,,0,6000,,0,900,2400,8900,,1800,0,,0,6000,,0,900,2400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15232,Plaza 102 Renovation,10201 King George Boulevard,,Surrey BC,Camy Properties Ltd.,Peter Lee,Camy Properties Ltd.,Romses Architects Inc.,Scott Romses,,Scott Stebbings,,1800,0,,0,1800,,0,0,0,8900,,1800,0,,0,1800,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
15237,Lok Residence,2701 West 30 Avenue,,Vancouver BC,,,,Frits de Vries Architect Ltd.,Kaline Charrey,,Dane Peterson,Dwayne Arnold,1800,0,,0,3600,,0,900,1500,8900,,1800,0,,0,3600,,0,900,1500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
