CompanyName,Phone,Address,City,PostalCode,CompanyType,Comments
Allied Properties,,128 West Pender Street,Vancouver BC,V6B1R8,2,
All Saints Parish,,821 Fairfax Street,Coquitlam BC,V3J5K7,2,
All Weather Windows,604-513-5744,9355 198 Street,Langley BC,V1M3J9,3,
All Weather Windows Ltd. (Edmonton),780-451-0670,18550 118a Avenue  N.W.,Calgary AB,T5S2K7,3,
Alma Street Developments Ltd.,604-733-3518,3693 West 35th Avenue,Vancouver BC,V6N2N6,2,
A. Lo Development Inc.,604-710-6628,7531 Francis Road,Richmond BC,V6Y1A1,2,
Alpha Beta Ltd.,604-662-7900,1030 West Georgia Street,Vancouver BC,V6E 2Y3,2,
Al Penner,403-852-1089,,,,2,
Alpenglow Development Ltd.,,13067 112th Street,Surrey BC,V3T2S6,2,
Alpha Beta Developments Ltd.,604-662-7900,1030 West Georgia Street,Vancouver BC,V6E2Y3,0,
Alpine Exterior Solutions Ltd.,604-892-6300,37717 2nd Avenue,Squamish BC,V8B0A3,3,
Alpha & Omega Endeavors Inc.,604-857-1694,,,,0,Construction Managers for Eagle Ridge Bible Fellowship Church
VIS799 'Alpine Village',,,Victoria BC,,2,
A.L. Sott Financial 102  Inc.,,1245 West Broadway,Vancouver BC,V6H1G7,2,
Alston Properties,778-678-1056,407 David Street,Victoria BC,V8T2C6,2,
Altacon Holdings Ltd.,403-250-8776,2060 No. 3 Road,Richmond BC,T2E8G8,2,
Altima Contracting,604-835-0926,8029 Fraser Street,Vancouver BC,V5X3X5,2,
Alto Construction Limited,604-738-4455,,,,0,
Brydon Crescent Properties Ltd Partnership,604-423-3871,355 Burrard Street,Vancouver BC,V6C2G8,2,
Alture Poperties,604-777-1808,,,,2,
Alvair Developments Ltd.,,,,,2,
Alvin Reinhard Fritz Architect,403-320-8100,5801 1st Avenue,,T1J4P4,1,in Lethbridge
Alyss Keefer Dev Ltd.,604-277-8200,12280 Trites Rd,Richmond BC,V7E3R7,0,
Amanat Architect,604-433-9812,1515 West 7th Avenue,Vancouver BC,V6J1S1,1,
AMAN Enterprises 1989 Ltd.,604-626-8785,20255 102 Avenue,Langley BC,V1M4B4,2,
Aman Khera,,,,,2,
Amann Constructors Ltd.,604-581-6761,,,,2,
Amarjeet Ubhi,604-723-3300,,,,2,
Grandview Construction Ltd.,604-723-3300,7875 118 Street,Delta BC,V4C6G9,2,
Ambros Developments,604-597-7625,15910 Fraser Highway,Surrey BC,V4N0X9,2,Address at 15910 Fraser Highway Effective Nov 15/11
AMC Project Development Ltd.,,1275 West 6th Avenue,Vancouver BC,V6H1A6,0,
AMC Development Management,778-228-6470,1132 Union Street,Vancouver BC,V6A2C7,2,
Amica Antonelli,,,,,2,
AMK Construction Ltd.,604-464-2829,1581 Manzanita Court,Coquitlam BC,V3E2Y2,2,
AM.PM Investments Inc.,604-649-7178,22640 McLean Avenue,Richmond BC,V6V2P7,2,
Am-Pri Construction Ltd.,604-618-4237,9751 No.6 Road,Richmond BC,V6W1E5,2,
Amson Group,,,,,2,
Amtrac Construction Ltd.,,,,,2,
AMT- Hindu Society BC,,,,,2,
AMU Architeccture,604-677-4929,2268 West 37th Avenue,Vancouver BC,V6M 1P1,1,
Army Navy & Air Force Veterans,,265 Froelich Road,Kelowna BC,V1X 3M6,3,"Unit 376 Kelowna, BC"
Anderson Square Holdings Ltd.,604-607-8888,5350 272nd Street,Langley BC,V4W1S3,2,
Andreas Development Ltd.,604-576-1598,17957 55th Avenue,Surrey BC,V3S 6C4,2,
Andrew,604-226-9642,,,,2,
The Andrews Architects Inc.,604-277-7959,3740 Chatham St.,Richmond BC,V7E2Z3,1,
Andrew Terrett Architect,604-736-3730,1687 West Broadway,Vancouver BC,V6J1X2,1,
Anjalie Developments Ltd.,,2030 Sumas Way,Abbotsford BC,V2S2C7,2,
Andy Sekhon,604-716-6390,13262 62 Avenue,Surrey BC,V3X2H8,2,
Andy and Christine Tan,604-575-8361,,,,2,
Aneek Development,,4111 Ash Street,Vancouver BC,V5Z4R5,2,
Angle Construction Co. Inc.,604-417-6061,650 Clyde Avenue,West Vancouver BC,V7T1E2,2,
Ankenman Associates Architects Inc.,604-872-2595,1645 West 5th Ave,Vancouver BC,V6J1N5,1,
Ankenman Associates Architects Inc.,604-536-1600,12321 Beecher St,Surrey BC,V4A3A7,1,
Ankenman Marchand Architects,604-872-2595,1645 W 5th Avenue,Vancouver BC,V6J1N5,1,
Amber Oasis Group,778-379-6233,1188 West Georgia Street,Vancouver BC,V6E4A2,2,
Annie Westcott,236-858-1564,1180 Renten Place,West Vancouver BC,V7S2K7,2,
Ann Lin Yuet-Chun,,,,,2,
ANR Construction Ltd.,,,,,0,
Ansu Development Group,604-720-9886,223 West Broadway,Vancouver BC,V5Y1P5,2,
Anthem Baden Two Developments Limited Partnership,604-689-3040,1055 Dunsmuir Street,Vancouver BC,V7X1K8,0,
Anthem Alpha Master LP,604-689-3040,1055 Dunsmuir Street,Vancouver BC,V7X1K8,2,
Anthem Inlet Street Holdings Ltd.,604-689-3040,1055 Dunsmuir Street,Vancouver BC,V7X1K8,2,
Anthem Alpha Master LP,604-689-3040,1055 Dunsmuir Street,Vancouver BC,V7X1K8,2,
Anthem Properties,604-689-3040,1055 Dunsmuir Street,Vancouver BC,V7X1K8,2,
Anthem Properties,604-689-3040,1055 Dunsmuir Street,Vancouver BC,V7X1K8,2,
Anthem Baden Three Developments,604-689-3040,1055 Dybsnyur Street,Vancouver BC,V7X1K8,2,
Anthem Baden Three Street Developments Limited Partnership,604-689-3040,1055 Dunsmuir St,Vancouver BC,V7X1K8,2,
Anthem LMV James Road Holdings LP,,1055 Dunsmuir Street,Vancouver BC,V7X1K8,2,
Anthem Baden Apartment Holdings Limited Partnership,604-689-3040,1055 Dunsmuri St,Vancouver BC,V7X1K8,0,
Anthem Baden One Developments Limited Partnership,604-689-3040,1055 Dunsmuir Street,Vancouver BC,V7X1K8,2,
Anthem Coyote Creek Two Developments LP,604-689-3040,1055 Dunsmuir St,Vancouver BC,V7X1K8,2,
Anthem Marlborough Developments LP,604-689-3040,1055 Dunsmuir Street,Vancouver BC,V7X1K8,2,
Anthem Properties Group Ltd.,604-689-3040,550 Burrard Street,Vancouver BC,V6C2B5,0,
Grand Pacific Construction,604-247-3322,8600 Cambie Road,Richmond BC,V6X4J9,2,
Anthem MTN Village One Developments LP,,,,,2,
Anthem MTN Village Three Developments LP,,,,,2,
Anthem MTN Village Two Developments LP,,,,,2,
Anxin Projects Ltd.,,10013 River Drive,Richmond BC,V6X0N2,2,
Anyone Architecture & Design,604-506-0699,,,,1,
AODBT Architecture + Interior Design,306-244-5101,235 Avenue,Saskatoon BC,S7L1M7,1,
Aoyuan International,604-829-0256,570 Granville Street,Vancouver BC,V6C3P1,2,
A + P3 Architecture and Planning,250-712-3200,1889 Spall Road,Kelowna BC,V1Y5W2,1,
Apex Developments Inc.,604-730-6008,1892 West Broadway,Vancouver BC,V6J1Y9,2,
Apex Western Homes Ltd.,604-990-3520,718-33 Brooksbank Avenue,North Vancouver (City) BC,V7J3V8,2,
API Construction Ltd,604-987-4650,,North Vancouver District BC,V7P3R9,2,address change Nov 30.11
Aplin & Martin Consultants Ltd.,,13450 102 Avenue,Surrey BC,V3T5X3,2,
Aplin & Martin Construction Ltd.,,1680 13450 102 Avenue,Surrey BC,V3T5X3,1,
Aplus Land Development Corp.,604-303-6538,7900 Westminster Highway,Richmond BC,V6X1A5,2,Address on Westminster Effective Mar 2010
APNA Developments Group,,8433 132nd Street,Surrey BC,,2,
Apolla Construction Ltd.,604-770-2799,720 9th Street East,Vancouver BC,V7L2B9,2,
APPIA Group of Companies,,,,,2,
AQP Group of Companies,604-451-1443,6891 MacPhereson Ave.,Burnaby BC,V5J4N2,0,
0,604-575-8220,18525 53 Avenue,Surrey BC,V3S7A4,3,
Aquila Developments Inc. Group of Companies,604-299-6066,6147 Hastings St,Burnaby BC,V5B1R9,0,address change Dec 07
Aquilini Group,604-899-5398,800 Griffiths Way,Vancouver BC,V6B6G1,2,
Aquilini Development & Construction Inc.,604-676-4928,89 West Georgia Street,Vancouver BC,V6B0N8,2,"Address change in effect July 25, 2016."
The Aragon Group,604-732-6170,1628 West 1st Avenue,Vancouver BC,V6J 1G1,2,
Aragon Group,604-732-6170,1628 West 1st Avenue,Vancouver BC,V6J 1G1,2,
Aragon (E49th) Properties Ltd.,604-732-6170,1628 W 1st Avenue,Vancouver BC,V6J1G1,2,
The Owners- Arbour House,,45770 Spadina Avenue,Chilliwack BC,,2,
Arbutus Place Holdings c/o Keystone Architecture and Planning,,2881 Garden Street,Abbotsford BC,V2T4X1,2,
Arbutus Roofing,604-214-4422,4260 Vanguard Road,Richmond BC,V6X2P5,2,
Arca3 Design Studio,604-739-7911,1628 West 1st Avenue,Vancouver BC,V6J1G1,1,
Arcadian Architecture Inc,604-682-6929,134 Abbott Street,Vancouver BC,V6B2K4,1,
Arcadis Architects (Canada) Inc.,604-683-8797,1285 West Pender Street,Vancouver BC,V6E4B1,1,
Arcane Development,,8166 128 Street,Surrey BC,V3W1R1,2,
A&E Architectural & Engineering Group Inc.,780-434-9494,,,,1,
Archwood Developments Ltd.,778-545-3888,2630 Croydon Dr,Surrey BC,V3Z6T3,2,
Architect 57 Inc.,778-373-6455,11871 Horseshoe way,Richmond BC,V7A5H5,1,address on Horseshoe way effective 10-07-09
Architecture Building Culture Inc.,604-418-1795,5736 Cranley Drive,West Vancouver BC,V7W1S8,0,
Architecture Building Culture,778-960-3505,5736 Cranley Drive,West Vancouver BC,V7W1S8,1,
Architectural Collective Inc.,604-266-4679,2323 Quebec Street,Vancouver BC,V5T4S7,2,
Archer Adler Consulting Solutions,,,,,2,
Architrix Studio,604-677-7877,289 Alexander Street,Vancouver BC,V6A4H6,1,
Architecture Building Centre,778-960-3505,5736 Cranley Drive,West Vancouver BC,V7W1S8,1,
Architecture Panel Inc.,604-385-3600,1493 Foster Street,White Rock BC,V4B0C4,1,
Architrix Design Studio,604-677-7877,55 Water Street,Vancouver BC,V6B1A1,2,
Arc Homes Inc.,778-340-4142,2030 Marine Drive,North Vancouver District BC,V7P1V7,2,
Archstone Projects Ltd. (Parkside),604-762-8834,15355 24 Avenue,Surrey BC,V4A2H9,2,
Archstone Projects Ltd. (Madison),,15355 24 Avenue,Surrey BC,V4A2H9,2,
Arctic Pearl Construction,604-278-6868,12831 Clarke Place,Richmond BC,V6V2H9,2,
Ardicon Projects,604-542-1871,2826 McBride Ave,Surrey BC,V4A3G2,2,
Argus Properties Ltd.,250-763-6789,1060 Manhattan Drive,Kelowna BC,V1Y9X9,2,
Aritzia,604-251-3132,611 Alexander Street,Vancouver BC,V6A1E1,2,
Arlington Group,,470 Granville Street,Vancouver BC,V6C1V5,2,
Arno Matis Architecture Inc.,604-708-0188,1540 West 2nd Avenue,Vancouver BC,V6J1H2,2,
Arno Matis Architecture,,1540 W 2nd Avenue,Vancouver BC,V6J1H2,1,
Array Architecture,604-325-7570,2259 Burquitlam Drive,Vancouver BC,V5P2P3,0,
Arris Architecture Inc.,604-876-5050,1925 Main Street,Vancouver BC,V5T3C1,1,
ARTEK Architecture Inc.,250-554-9993,737 Schubert Drive,Kamloops BC,V2B2G2,1,
Artwood Custom Homes Ltd.,,1426 Tanager Pl,Roberts Creek BC,V0N2W1,0,update 07-20-07
Arup Datta Architect,403-244-8818,1909 10th Avenue SW,Calgary AB,T3C0K3,1,
Arvand Investment Corp.,604-255-3711,1090 Victoria Drive,Vancouver BC,V5L4G2,2,
ARYZE Developments Inc.,,1839 Fairfield Road,Victoria BC,V8S1G9,2,
Aryze Developments Inc.,250-940-3568,1839 Fairfield Road,Victoria BC,V8S1G9,2,
Ascent Real Estate Management Corp.,604-786-4762,,,,2,
Ascend Projects Ltd.,,,,,2,
The Ascenta Group,604-764-6946,1635 Eastern Avenue,North Vancouver (City) BC,V7L0C4,2,
ASETRA Developments Ltd - Attention: Wes Harder,604-725-7371,17733 66th Avenue,Surrey BC,V3S7X1,2,
Ahsan Project,,3751 Jacombs Road,Richmond BC,V6V 2R4,2,c/o Sanford Design Group
Ash Badiani,,,,,2,
Andrew Sheret Limited,,,,,2,
Assertive Property Management,,3847B Hastings Street,Burnaby BC,V5C2H7,0,
Associated Building Credits Ltd.,250-383-9288,747 Fort Street,Victoria BC,V8Y4Y1,2,
Astonish Design & Detailling Ltd.,604-539-1740,19732 71B Avenue,Langley BC,,1,
Astoria Retirement Inc.,778-571-2363,5620 152nd Street,Surrey BC,V3S3K2,2,update 07-20-07 (address on 152nd is effective 05-28-08)
Astria Properties,,19923 80A Ave,Langley BC,V2Y0E2,0,
ATC Consulting Inc.,888-870-1076,2061 Joshua Place,Abbotsford BC,V3G1L4,0,
ATCO Sustainable Communities Inc.,,115 Peacekeepers Drive S.W.,Calgary AB,T3E7X4,2,
Atelier Capitol Partners Inc.,,1155 Robson Street,Vancouver BC,V6E1B5,2,
Atelier Pacific Architecture Inc.,604-284-5194,10851 Shellbridge Way,Richmond BC,V6X2W9,1,Address change in effect Jan. 27/17
Athwal Param,,8408 171A Street,Surrey BC,V4N0A9,2,
ATI Construction,604-207-0399,5911 Minoru Blvd.,Richmond BC,V6X4C7,2,
Atira Women's Resource Society,,101 East Cordova Street,Vancouver BC,V6A1K7,2,
Atira Property Management,,,Vancouver BC,,2,
Atlas Animal Hospital,604-230-0426,5696 Fraser Street,Vancouver BC,V5W2Z4,2,
Atlas Capital Corporation,604-669-0690,700 West Georgia Street,Vancouver BC,V7Y1B6,2,
ATL Health and Wellness Enterprise Inc.,778-374-1995,4720 Kingsway,Burnaby BC,V5H4N2,2,
A & T  Developments (Mark Tommasini),250-851-9292,1339 McGill Road,Kamloops BC,V2C6K7,2,address on McGill effective 10-19-09
Atrium Holdings,,,,,2,
Atrium 88 Homes Ltd.,,,,,2,
Atterra Development,604-833-2335,269 64th Avenue West,Vancouver BC,V5X2L7,2,
Audlin Ventures Capital,,8181 Cambie Road,Richmond BC,V6X3X9,2,
Augusta Ventures,,,,,2,
Aura Construction,807-628-1916, PO Box 10070, ON,P7B6T6,0,
Aurora Construction,807-623-2986,,,,2,
Aurora Construction,807-623-2986,815 Harold Crescent,,P7C5H8,2,
Authentech Homes,250-491-7690,,,,2,
Avenir Senior Living,250-880-7810,7105D West Saanich Road,Brentwood Bay BC,V8M1P7,2,
Averra Developments Inc.,604-356-0051,1380 Napier Street,Vancouver BC,V5L2M4,2,
Avi Dhaliwal Design + Engineering,604-258-2056,119-8337 Eastlake Drive,Burnaby BC,V5A4W2,0,
Aviara Developments Inc.,403-294-0722,3639 26th Street NE,Calgary AB,T1Y5E1,2,
Avilion Custom Homes,,4445 King Alfred Road,Victoria BC,,2,
Avion Multiplex Construction Inc.,604-207-9967,13500 Maycrest Way,Richmond BC,V6V2N8,0,
Avis Homes Ltd,778-889-4545,10471 Bissett Drive,Richmond BC,V7A4K8,2,
AviSina Properties Ltd,604-419-6000,3787 Canada Way,Burnaby BC,V5G1G5,2,
AVRP Architecture Inc.,604-662-4479,1067 Cambie Street,Vancouver BC,V6B5L7,1,
AVS Windows Ltd.,604-582-8500,13070 115 Ave,,V3R2T9,0,
AWM Alliance Real Estate Group,604-638-7381,958 W 8th Avenue,Vancouver BC,V5Z1E5,2,
AW Peters & Associates,604-328-0124,,,,2,
Azi Holding Inc.,604-357-3712,1239 West Georgia Street,Vancouver BC,V6E4R8,2,
Azim Virani,604-669-0690,700 West Georgia Street,Vancouver BC,V7Y1B6,2,
Azora Construction Corp.,778-896-0851,2645 Kingsway,Vancouver BC,V5R5H4,2,
Azure Group,,,,,2,
B & E Investments Ltd.,,2296 Townline Road,Abbotsford BC,V2T6H1,2,
B-250 Holdings Inc.,604-291-2323,535 Thurlows,Vancouver BC,V6E3L2,2,
B & E Investments Ltd.,,2258 Peardonville Road,Abbotsford BC,V2T6J8,2,
B+H Architects Inc.,604-979-9913,1706 1st Avenue,Vancouver BC,V6J0E4,2,
B.A.B. Enterprises Ltd.,,21609 50B Ave,Langley BC,V3A8B9,0,
Bacara Developments Ltd.,604-278-3378,4940 No. 3 Road,Richmond BC,V6X 3A5,2,
Bada Holdings Inc.,604-889-2691,,,,2,
Bhardwaj Ent. Inc.,,15785 92 Ave,Surrey BC,V4N3C3,2,
Mr. Bahadar Sandhu,,,,,2,c/o Douglas Johnson Architect
Bains Properties (River Drive) Inc.,,6086 Russ Baker Way,Richmond BC,V7B1B4,2,
Bakken Construction Ltd.,604-224-8622,7420 Blenheim Street,Vancouver BC,V6N4J2,2,
Bakor,800-788-4893,11367 72A Avenue,Delta BC,V4C1A7,3,
"Balance Associates, Architects",206-322-7737,80 Vine Street,,,1,ext 4#
Balandra Developments Ltd.,,,,,2,
Bal Bassi & Jessie Skallar,,,,,2,
Mr. Bal Chana,,,,,2,
Balmoral Construction Inc.,,,,,2,
Baldev Brar,,,,,2,
Baldev Brar,,,,,2,
Baljit Johal,,,,,2,
Ballast Nedam Canada Limited,250-344-6003,1500 Kicking Horse Trail Box 1393,Golden BC,V0A 1H0,2,
Ballenas Project Management Ltd.,,171 West Esplanade,New Westminster BC,V7M 3J9,2,
Strata Corporation LMS4184 - Balsam House,,1725 Balsam Street,Vancouver BC,,2,
Baltic Properties Ltd.,,14601 40th Avenue,Surrey BC,V3S0L2,0,update 07-20-07
Balwant Singh Bhandher,604-724-5132,12386 69A Avenue,Surrey BC,V3W0A5,2,
BAPTIST HOUSING SOCIETY c/o Mr. Dayle Krahn,,1425 East 3rd Avenue,Vancouver BC,V5N5M1,2,
Baptist Housing Society,,,,,2,
Baptist Housing,,6165 Highway 17A,Delta BC,V4K5B8,2,
Barber Creek Developments,,3600 Townline Road,Abbotsford BC,V2T5W8,2,
Barclay Restorations,604-455-0366,9344 192nd Street,Surrey BC,V4N3R8,2,"New address in effect September 19, 2016"
Barco Canada,,1762 Davie St,Vancouver BC,,2,
Barnett Dembek Architects Inc. (BDA),604-597-7100,7536 130th Street,Surrey BC,V3W1H8,1,Address on 130th is effective May 26/08
Eric Barker Architect Inc.,250-385-4565,727 Pandora Avenue,Victoria BC,V8W1N9,1,
Barnett Dembek Architects Inc.,604-597-7100,7536 130 Street,Surrey BC,V3W1H8,1,
Barnett Dembek Architects Inc.,,7536 130 Street,Surrey BC,V3W1H8,1,
Barnett Dembek Architects Inc.,604-597-7100,7536 130 Street,Surrey BC,V3W1H8,1,
Baron Project,,,,,2,
McGinn Engineering & Preservation Ltd.,604-473-9866,402 West Pender Street,Vancouver BC,V6B1T6,1,
Barry MacGinn,604-473-9866,402 W Pender Street,Vancouver BC,V6B1T6,1,
Base Mini Storage,,1830 Lake Trail Road,Courtenay BC,V9N9C2,2,
Bassi Properties,,,,,0,
Bas Smith Architect,250-382-4240,612 Yates Street,Victoria BC,V8W1K9,1,
Bastion Developments Ltd.,604-731-3500,1681 Chestnut Street,Vancouver BC,V6J4M6,0,
Battersby Howat Architect,604-669-9647,1441 East Pender Street,Vancouver BC,V5L1V7,1,
Battle Street Building Corp.,250-857-9292,1339 McGill Road,Kamloops BC,V2C6K4,2,
Baxter Design,250-862-9662,1790 K.L.O Road,Kelowna BC,V1W3P6,1,
Baxter Enterprises Limited,,13302 239B Street,Maple Ridge BC,V3B6E8,2,
Bayberry Homes Ltd.,,1199 West Hastings Street,Vancouver BC,V6E 3T5,2,
"The Owners, Strata Plan KAD 3357  Bayside at Captains Village",,3950 Express Point Road,,V0E3L0,2,
Woodbridge Developments (Baycrest West) Ltd.,,,,,2,
Bayrich Development Ltd.,604-370-3770,8600 Cambie Road,Richmond BC,V5X4J9,2,
Bayshore Canada Ventures ULC,,1900 James Place,,,2,c/o Graham Snow
Bayside Property Services Ltd.,,6400 Roberts Street,Burnaby BC,V5G4C9,2,
Baywest Management Corp.,604-591-6060,13468 77 Avenue,Surrey BC,V3W3Y3,3,Address on 77th effective Nov 15 2010
Bryan Baines,,,,,2,
b.b Design,,,,,1,
BC Property Development Council of the United Church of Canada,,1600 Cliff Avenue,Burnaby BC,V5A2K2,2,
BCA Architecure (Birliga + Crespo),778-400-5475,848 Courtney Street,Victoria BC,V8W1C4,1,
BC Condo Advocate Inc.,604-940-9322,3473 River Road West,Delta BC,V4K5E9,3,
BC Ferries,,,,,2,
BC Guide Dogs,,7061 Ladner Trunk Road,Delta BC,V4K3N3,2,
BC Housing - Vancouver Coastal Region,,1296 Station Street,Vancouver BC,V6A2X3,2,
BC Housing,604-439-8594,4555 Kingsway,Burnaby BC,V5H4V8,2,
BC Housing Management Commission,,4555 Kingsway,Burnaby BC,V5H4V8,2,
BC Hydro,,"333 Dunsmuir Street, 13th Floor",Vancouver BC,V6B5R3,2,
1133305 BC LTD,,,,,2,
1152414 BC Ltd.,,13018 84th Avenue,Surrey BC,V3W1L2,2,
1135391 B.C. Ltd.,,999 West Broadway,Vancouver BC,V5Z1K5,2,
BCM Developments Ltd.,780-455-1485,5603 129 Avenue NW,Calgary BC,T5A0E1,2,
BCMP Architects,403-262-9733,926 5th Avenue SE,Calgary AB,T2P0N7,1,
BC Property Development Council of the United Church Of Canada,,1600 Cliff Avenue,Burnaby BC,V5A2K2,2,
BCS 1057,,4550 Shawnigan Crescent,Chilliwack BC,,2,
BCS 2422,,1468 West 14th Avenue,Vancouver BC,,2,
BCS 970,,2978 Whisper Way,Coquitlam BC,,2,
BCS 1046  'The Novo',,9298 University Crescent,Burnaby BC,,2,
BCS 1044,,20449 66th Avenue,Surrey BC,,2,
BCS 1154,,16772 61st Avenue,Surrey BC,,0,
BCS 1264,,2251 2291 & 575-585 East 7th,Vancouver BC,,2,
BCS 1536,,8915 Hudson Street,Vancouver BC,,2,
BCS 1547,,8955 Edward Street,Chilliwack BC,,2,
BCS 1920,,988 Richards Street,Vancouver BC,,2,
BCS 1945,,45450 Shawnigan Crescent,Chilliwack BC,,2,
BCS 2020,,45545 Tamahi Way,Chilliwack BC,,2,
BCS 2157,,5648 Promontory Road,Chilliwack BC,,2,
BCS 2171,,8880 Nowell Street,Chilliwack BC,,2,
BCS 2264,,9270 Edward Street,Chilliwack BC,,2,
BCS 2557,,538 Smithe Street,Vancouver BC,,2,
BCS 2645,,,,,2,
BCS 2839,,10707 139th Street,Surrey BC,,2,
BCS 2897,,2450 161A Street,Surrey BC,,2,
The Owners Strata Plan BCS 3063 City Homes,,130 Brew St,Port Moody BC,,2,
BCS 3372,,1288 Chesterfield,North Vancouver District BC,,2,
BCS 3378,,,,,2,
BCS 345,,4652 t0 4670 Capilano Road,North Vancouver District BC,,2,
BCS 3509,,33539 Hollande Avenue,Abbotsford BC,,2,
BCS 3509,,33539 Holland Avenue,Abbotsford BC,,2,
BCS 3616,,45640 Alma Avenue,Chilliwack BC,,2,
BCS 3650,,,,,2,
BCS 3653,,,,,0,
BCS 3653,,14333 104th Avenue,Surrey BC,,2,
BCS 3653,,14333 104th Avenue,Surrey BC,,0,
BCS 3672,,2020 Alma Street,Vancouver BC,,2,
BCS 3677,,1551 1559 East 20th Ave,Vancouver BC,,2,
BCS 3771,,,,,2,
BCS 3794,,18211 70th Avenue,Surrey BC,,2,
BCS 3901,,2009 East Hastings,Vancouver BC,,2,
BCS 4014,,,,,2,
BCS 4124,,3010 River Bend Drive,Coquitlam BC,,2,
BCS 4147,,4808 Linden Drive,Delta BC,,2,
BCS 4217,,2487 156th Street,Surrey BC,,2,
BCS 4220,,735 West 15th Street,North Vancouver District BC,,2,
BCS 4220,,145 152 West 18th Street,North Vancouver District BC,,2,
BCS 4229,,7489 16th Street,Burnaby BC,,2,
BCS 4301,,19530 65th Avenue,Surrey BC,,2,
BCS 476,,16995 64th Avenue,Surrey BC,,0,
BCS 547,,46858 Russel Road,Chilliwack BC,,2,
BCS 591,,3363 Rosemary Heights Crescent,Surrey BC,,2,
BCS 730,,8988 Hudson Street,Vancouver BC,,2,
BCS 733,,2137 West 10th Avenue,Vancouver BC,,2,
NW 749,,45900 Lewis Avenue,Chilliwack BC,,2,
BCS 85,,45819 Stevenson Road,Chilliwack BC,,2,
BCS 953,,5556 Peach Road,Chilliwack BC,,2,
BCS 959,,15075 60th Avenue,Surrey BC,,2,
BCS 964,,5999 Andrews Road,Richmond BC,,2,
BC Timberframe Co.,604-892-1088, P.O. Box 2241,Squamish BC,V8N0B8,1,
Boardwalk,,,,,2,
Boardwalk,,,,,2,
Beachway 2 Limited Partnership,,5489 Byrne Road,Burnaby BC,V5J3J1,2,
Beach Spooner Design,250-231-3343,,,,1,
Bear Creek Special Projects,,,,,2,
Bearing Pointe Developments Ltd.,,6323 197th Street,Langley BC,V2Z1K8,2,
Beattie Building Technology Inc.,604-999-1053,,,,0,
Beaufort Developments Inc.,250-339-6227, PO Box 1603,Comox BC,V9M8A2,2,updated 05.26.08
Beck Glass,604-830-4476,,,,2,
Bedford Developments (Canada) Ltd.,604-936-7060,2929 St.Johns Street,Port Moody BC,V3H2C0,2,address effective Dec 20/05
Beedie Construction Ltd.,604-436-7864,3030 Gilmore Diversion,Burnaby BC,V5G3B4,2,
Beedie Construction Ltd.,604-435-3321,3030 Gilmore Diversion,Burnaby BC,V5G3B4,2,
Beedie Construction Ltd. (7233 Progress Way),604-435-3321,3030 Gilmore Diversion,Burnaby BC,V5G3B4,2,
"Beedie (19116 32nd Ave) Holdings Ltd.,Inc. No. BC0906730",604-435-3321,3030 Gilmore Diversion,Burnaby BC,V5G3B4,2,
Beedie Construction Ltd. (7233 Progress Way),604-435-3321,3030 Gilmore Diversion,Burnaby BC,V5G3B4,2,
Beedie Fraser Mills LP,604-435-3321,3030 Gilmore Derversion,Burnaby BC,V5G3B4,2,
Beedie Living,604-436-7888,1111 West Georgia Street,Vancouver BC,V6E4M3,2,
BEH Capital Corp. and Park Ridge Homes,604-830-8626,16811 60th Avenue,Surrey BC,V3S1T1,2,address on 60th Ave effective Feb 20 2012
BE Group(551122 BC Ltd.),,,,,2,
Behsa Co.,604-669-3452,515 West Pender Street,Vancouver BC,V6B6H5,2,
Bel Air,,1030 West Georgia Street,Vancouver BC,V6E 2Y3,2,c/o PCI Group
Belaire Apartments Ltd.,604-980-0067,2455 Dollarton Highway,North Vancouver (City) BC,V7H0A2,2,
BELFOR Restoration Services,604-432-1123,3300 Bridgeway Street,Vancouver BC,V5K1H9,2,
Belford (28th) Properties Limited Partnership,,,,,2,
Belford (23rd) Properties Limited Partnership,,,,,2,
Belford (31st) Properties Limited Partnership,,,,,2,
Belford (31st) Properties Limited Partnership,604-559-3359,601 West Broadway,Vancouver BC,V5Z4C2,2,
Belford Properties Ltd.,604-559-3359,601 West Broadway,Vancouver BC,V5Z4C2,2,
Belco Holdings,,,,,2,
Bellasera Land Corporation,,880 16th Avenue SW,Calgary AB,T2R 1J9,2,
Bellon Developments,604-700-5810,,,,2,
Bellstar Hotels & Resorts,403-313-6375,8989 MacLeod Trail South,Calgary AB,T2H0M2,2,
Belmar Holding Inc.,604-205-7700,840 Sperling Avenue,Burnaby BC,V5B4H8,0,
Belmar Homes Ltd.,,,Burnaby BC,V5B4Y2,2,
Belshore Developments,,21965 64 Avenue,Langley BC,V2Y2N7,0,
Belvedere Homes,604-818-6798,,,,2,
Bella Vista Homes& 664190 BC Ltd.,,12590 254th Street,Maple Ridge BC,V4R1V4,2,
Benchmark Estates (2009) Ltd.,604-514-7565,20161 86 Avenue,Langley BC,V2Y2C1,2,
Benchmark Homes Investments Ltd. 1306106 BC Ltd.,604-514-7565,20161 86th Avenue,Langley BC,V2Y2C1,2,
Benedet Properties,,1465 Kootenay Street,Vancouver BC,,1,
Benest Real Estate Development Ltd.,778-968-9577,7588 Manzanita Place,Burnaby BC,V3N4X1,2,
Benjamin House Management,,839 14th Street,New Westminster BC,V3M4P7,2,
